source_row_id,source_dataset,day_only,month,year,site_raw,district_raw,origin_larvae_collection_raw,breeding_site_type_raw,agri_insecticide_1_raw,agri_insecticide_2_raw,agri_insecticide_3_raw,anopheles_species_raw,species_source_dataset,quality_flag
728,mosquito_behavior_raw.xls,26.0,,,Kibogora,Nyamasheke,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
729,mosquito_behavior_raw.xls,26.0,,,Kibogora,Nyamasheke,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
730,mosquito_behavior_raw.xls,26.0,,,Kibogora,Nyamasheke,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
731,mosquito_behavior_raw.xls,26.0,,,Kibogora,Nyamasheke,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
732,mosquito_behavior_raw.xls,26.0,,,Kibogora,Nyamasheke,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
733,mosquito_behavior_raw.xls,26.0,,,Kibogora,Nyamasheke,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
734,mosquito_behavior_raw.xls,26.0,,,Kibogora,Nyamasheke,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
735,mosquito_behavior_raw.xls,26.0,,,Kibogora,Nyamasheke,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
736,mosquito_behavior_raw.xls,26.0,,,Kibogora,Nyamasheke,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
737,mosquito_behavior_raw.xls,26.0,,,Kibogora,Nyamasheke,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
738,mosquito_behavior_raw.xls,26.0,,,Kibogora,Nyamasheke,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
739,mosquito_behavior_raw.xls,26.0,,,Kibogora,Nyamasheke,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
740,mosquito_behavior_raw.xls,26.0,,,Kibogora,Nyamasheke,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
741,mosquito_behavior_raw.xls,26.0,,,Kibogora,Nyamasheke,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
742,mosquito_behavior_raw.xls,26.0,,,Kibogora,Nyamasheke,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
743,mosquito_behavior_raw.xls,26.0,,,Kibogora,Nyamasheke,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
744,mosquito_behavior_raw.xls,26.0,,,Kibogora,Nyamasheke,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
745,mosquito_behavior_raw.xls,26.0,,,Kibogora,Nyamasheke,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
746,mosquito_behavior_raw.xls,26.0,,,Kibogora,Nyamasheke,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
747,mosquito_behavior_raw.xls,26.0,,,Kibogora,Nyamasheke,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
748,mosquito_behavior_raw.xls,26.0,,,Kibogora,Nyamasheke,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
749,mosquito_behavior_raw.xls,26.0,,,Kibogora,Nyamasheke,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
750,mosquito_behavior_raw.xls,26.0,,,Kibogora,Nyamasheke,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
751,mosquito_behavior_raw.xls,26.0,,,Kibogora,Nyamasheke,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
752,mosquito_behavior_raw.xls,26.0,,,Kibogora,Nyamasheke,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
753,mosquito_behavior_raw.xls,26.0,,,Kibogora,Nyamasheke,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
754,mosquito_behavior_raw.xls,26.0,,,Kibogora,Nyamasheke,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
755,mosquito_behavior_raw.xls,26.0,,,Kibogora,Nyamasheke,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
756,mosquito_behavior_raw.xls,26.0,,,Kibogora,Nyamasheke,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
757,mosquito_behavior_raw.xls,26.0,,,Kibogora,Nyamasheke,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
758,mosquito_behavior_raw.xls,26.0,,,Kibogora,Nyamasheke,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
759,mosquito_behavior_raw.xls,26.0,,,Kibogora,Nyamasheke,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
760,mosquito_behavior_raw.xls,26.0,,,Kibogora,Nyamasheke,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
761,mosquito_behavior_raw.xls,26.0,,,Kibogora,Nyamasheke,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
762,mosquito_behavior_raw.xls,26.0,,,Kibogora,Nyamasheke,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
763,mosquito_behavior_raw.xls,26.0,,,Kibogora,Nyamasheke,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
764,mosquito_behavior_raw.xls,26.0,,,Kibogora,Nyamasheke,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
765,mosquito_behavior_raw.xls,26.0,,,Kibogora,Nyamasheke,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
766,mosquito_behavior_raw.xls,26.0,,,Kibogora,Nyamasheke,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
767,mosquito_behavior_raw.xls,26.0,,,Kibogora,Nyamasheke,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
768,mosquito_behavior_raw.xls,26.0,,,Kibogora,Nyamasheke,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
769,mosquito_behavior_raw.xls,11.0,,,Mbuga,Nyamagabe,MAIZE AND SWEET PATATOES,"INTERCROPS WATER, HILLS WATER",PROFENOFOS 4%,CYPERMETHRINE 4%,PYRETHROIDS,"an ziemani, an gambiae",IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
770,mosquito_behavior_raw.xls,11.0,,,Mbuga,Nyamagabe,MAIZE AND SWEET PATATOES,"INTERCROPS WATER, HILLS WATER",PROFENOFOS 4%,CYPERMETHRINE 4%,PYRETHROIDS,"an ziemani, an gambiae",IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
771,mosquito_behavior_raw.xls,11.0,,,Mbuga,Nyamagabe,MAIZE AND SWEET PATATOES,"INTERCROPS WATER, HILLS WATER",PROFENOFOS 4%,CYPERMETHRINE 4%,PYRETHROIDS,"an ziemani, an gambiae",IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
772,mosquito_behavior_raw.xls,11.0,,,Mbuga,Nyamagabe,MAIZE AND SWEET PATATOES,"INTERCROPS WATER, HILLS WATER",PROFENOFOS 4%,CYPERMETHRINE 4%,PYRETHROIDS,"an ziemani, an gambiae",IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
773,mosquito_behavior_raw.xls,11.0,,,Mbuga,Nyamagabe,MAIZE AND SWEET PATATOES,"INTERCROPS WATER, HILLS WATER",PROFENOFOS 4%,CYPERMETHRINE 4%,PYRETHROIDS,"an ziemani, an gambiae",IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
774,mosquito_behavior_raw.xls,11.0,,,Mbuga,Nyamagabe,MAIZE AND SWEET PATATOES,"INTERCROPS WATER, HILLS WATER",PROFENOFOS 4%,CYPERMETHRINE 4%,PYRETHROIDS,"an ziemani, an gambiae",IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
775,mosquito_behavior_raw.xls,11.0,,,Mbuga,Nyamagabe,MAIZE AND SWEET PATATOES,"INTERCROPS WATER, HILLS WATER",PROFENOFOS 4%,CYPERMETHRINE 4%,PYRETHROIDS,"an ziemani, an gambiae",IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
776,mosquito_behavior_raw.xls,11.0,,,Mbuga,Nyamagabe,MAIZE AND SWEET PATATOES,"INTERCROPS WATER, HILLS WATER",PROFENOFOS 4%,CYPERMETHRINE 4%,PYRETHROIDS,"an ziemani, an gambiae",IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
777,mosquito_behavior_raw.xls,11.0,,,Mbuga,Nyamagabe,MAIZE AND SWEET PATATOES,"INTERCROPS WATER, HILLS WATER",PROFENOFOS 4%,CYPERMETHRINE 4%,PYRETHROIDS,"an ziemani, an gambiae",IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
778,mosquito_behavior_raw.xls,11.0,,,Mbuga,Nyamagabe,MAIZE AND SWEET PATATOES,"INTERCROPS WATER, HILLS WATER",PROFENOFOS 4%,CYPERMETHRINE 4%,PYRETHROIDS,"an ziemani, an gambiae",IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
779,mosquito_behavior_raw.xls,11.0,,,Mbuga,Nyamagabe,MAIZE AND SWEET PATATOES,"INTERCROPS WATER, HILLS WATER",PROFENOFOS 4%,CYPERMETHRINE 4%,PYRETHROIDS,"an ziemani, an gambiae",IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
780,mosquito_behavior_raw.xls,11.0,,,Mbuga,Nyamagabe,MAIZE AND SWEET PATATOES,"INTERCROPS WATER, HILLS WATER",PROFENOFOS 4%,CYPERMETHRINE 4%,PYRETHROIDS,"an ziemani, an gambiae",IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
781,mosquito_behavior_raw.xls,15.0,,,Mbazi,Huye,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
782,mosquito_behavior_raw.xls,15.0,,,Mbazi,Huye,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
783,mosquito_behavior_raw.xls,15.0,,,Mbazi,Huye,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
784,mosquito_behavior_raw.xls,15.0,,,Mbazi,Huye,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
785,mosquito_behavior_raw.xls,15.0,,,Mbazi,Huye,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
786,mosquito_behavior_raw.xls,15.0,,,Mbazi,Huye,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
787,mosquito_behavior_raw.xls,15.0,,,Mbazi,Huye,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
788,mosquito_behavior_raw.xls,15.0,,,Mbazi,Huye,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
789,mosquito_behavior_raw.xls,15.0,,,Mbazi,Huye,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
790,mosquito_behavior_raw.xls,15.0,,,Mbazi,Huye,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
791,mosquito_behavior_raw.xls,15.0,,,Mbazi,Huye,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
792,mosquito_behavior_raw.xls,15.0,,,Mbazi,Huye,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
793,mosquito_behavior_raw.xls,15.0,,,Mbazi,Huye,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
794,mosquito_behavior_raw.xls,15.0,,,Mbazi,Huye,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
795,mosquito_behavior_raw.xls,15.0,,,Mbazi,Huye,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
796,mosquito_behavior_raw.xls,15.0,,,Mbazi,Huye,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
797,mosquito_behavior_raw.xls,15.0,,,Mbazi,Huye,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
798,mosquito_behavior_raw.xls,15.0,,,Mbazi,Huye,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
799,mosquito_behavior_raw.xls,15.0,,,Mbazi,Huye,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
800,mosquito_behavior_raw.xls,15.0,,,Mbazi,Huye,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
801,mosquito_behavior_raw.xls,15.0,,,Mbazi,Huye,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
802,mosquito_behavior_raw.xls,15.0,,,Mbazi,Huye,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
803,mosquito_behavior_raw.xls,15.0,,,Mbazi,Huye,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
804,mosquito_behavior_raw.xls,15.0,,,Mbazi,Huye,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
805,mosquito_behavior_raw.xls,15.0,,,Mbazi,Huye,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
806,mosquito_behavior_raw.xls,15.0,,,Mbazi,Huye,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
807,mosquito_behavior_raw.xls,15.0,,,Mbazi,Huye,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
808,mosquito_behavior_raw.xls,15.0,,,Mbazi,Huye,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
809,mosquito_behavior_raw.xls,15.0,,,Mbazi,Huye,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
810,mosquito_behavior_raw.xls,15.0,,,Mbazi,Huye,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
811,mosquito_behavior_raw.xls,15.0,,,Mbazi,Huye,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
812,mosquito_behavior_raw.xls,15.0,,,Mbazi,Huye,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
813,mosquito_behavior_raw.xls,15.0,,,Mbazi,Huye,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
814,mosquito_behavior_raw.xls,15.0,,,Mbazi,Huye,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
815,mosquito_behavior_raw.xls,15.0,,,Mbazi,Huye,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
816,mosquito_behavior_raw.xls,15.0,,,Mbazi,Huye,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
817,mosquito_behavior_raw.xls,15.0,,,Mbazi,Huye,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
818,mosquito_behavior_raw.xls,15.0,,,Mbazi,Huye,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
819,mosquito_behavior_raw.xls,15.0,,,Mbazi,Huye,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
820,mosquito_behavior_raw.xls,15.0,,,Mbazi,Huye,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
821,mosquito_behavior_raw.xls,15.0,,,Mbazi,Huye,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
822,mosquito_behavior_raw.xls,15.0,,,Mbazi,Huye,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
823,mosquito_behavior_raw.xls,15.0,,,Mbazi,Huye,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
824,mosquito_behavior_raw.xls,15.0,,,Mbazi,Huye,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
825,mosquito_behavior_raw.xls,15.0,,,Mbazi,Huye,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
826,mosquito_behavior_raw.xls,15.0,,,Mbazi,Huye,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
827,mosquito_behavior_raw.xls,15.0,,,Mbazi,Huye,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
